Industry_ID,Date,Past_Violation_Count,Inspection_Frequency,Penalty_Last_Year,Audit_Score
4,2021-11-30,3,1,0,83.54676150443633
4,2021-12-31,2,2,0,92.3582864056165
4,2022-01-31,2,3,0,67.15569303624956
4,2022-02-28,0,2,0,71.76024706465381
4,2022-03-31,2,1,0,92.52006510240906
4,2022-04-30,2,2,0,81.68655744307227
4,2022-05-31,2,4,0,69.13669841821968
4,2022-06-30,6,4,0,76.18369119193892
4,2022-07-31,5,1,0,70.07808699365974
4,2022-08-31,4,1,1,62.895691386828474
4,2022-09-30,3,3,0,79.87910040606282
4,2022-10-31,2,3,0,91.42102482784038
4,2022-11-30,2,4,1,88.82682637621407
4,2022-12-31,4,4,0,77.93051214104781
4,2023-01-31,5,1,0,73.83407604009052
4,2023-02-28,5,2,0,87.33373522755524
4,2023-03-31,1,2,0,70.79638985213194
4,2023-04-30,3,4,0,76.08777868808504
4,2023-05-31,4,2,0,60.58073682214093
4,2023-06-30,2,2,1,87.35654177187396
4,2023-07-31,0,3,0,61.77005863384801
4,2023-08-31,0,4,0,85.46352305787832
4,2023-09-30,1,2,0,61.21354464791232
4,2023-10-31,2,2,0,62.87082898240148
4,2023-11-30,4,2,0,79.74811358395877
4,2023-12-31,1,2,0,81.08644407462093
5,2019-01-31,1,2,0,68.16664879272643
5,2019-02-28,2,4,1,89.47054815273604
5,2019-03-31,1,1,0,63.145689810765624
5,2019-04-30,3,3,0,92.35004747781315
5,2019-05-31,3,3,0,85.5128720036805
5,2019-06-30,2,1,0,76.801658205853
5,2019-07-31,2,4,0,71.03338021273078
5,2019-08-31,0,2,0,77.22190712838402
5,2019-09-30,3,3,0,88.70236257194773
5,2019-10-31,1,2,0,71.80559927636202
5,2019-11-30,2,1,0,64.21565689987979
5,2019-12-31,0,4,1,60.006528485973206
5,2020-01-31,2,3,0,64.43884078926466
5,2020-02-29,0,3,0,65.19261180513308
5,2020-03-31,1,2,0,89.00285171414012
5,2020-04-30,1,1,1,60.45175297933472
5,2020-05-31,3,3,0,72.35860111284363
5,2020-06-30,1,4,1,87.57097659058294
5,2020-07-31,4,2,0,77.69938603234809
5,2020-08-31,1,3,0,75.8997438876438
5,2020-09-30,0,2,0,79.4156131148824
5,2020-10-31,3,1,0,61.78412069578548
5,2020-11-30,4,1,0,94.23772339842955
5,2020-12-31,2,3,0,62.071197515223965
5,2021-01-31,3,1,0,80.14577000240287
5,2021-02-28,3,1,1,62.1325052602252
5,2021-03-31,1,3,0,79.2686088208679
5,2021-04-30,2,2,0,87.67418856650588
5,2021-05-31,1,1,1,60.4851747569501
5,2021-06-30,2,2,0,64.81704070394265
5,2021-07-31,3,1,0,87.36618195489115
5,2021-08-31,2,3,0,78.31925147736152
5,2021-09-30,4,4,1,90.64210276385637
5,2021-10-31,0,2,0,66.19945004693889
5,2021-11-30,2,2,0,90.55651014553212
5,2021-12-31,5,4,0,84.69723887291435
5,2022-01-31,2,1,0,87.14268538516498
5,2022-02-28,1,4,0,76.59021930819557
5,2022-03-31,1,4,0,71.22990899624452
5,2022-04-30,0,2,1,85.29746102175324
5,2022-05-31,0,2,0,66.6456365183572
5,2022-06-30,4,1,1,73.95248729745724
5,2022-07-31,2,4,0,66.54934946436757
5,2022-08-31,1,1,1,92.05326541727354
5,2022-09-30,1,3,1,60.46300845168529
5,2022-10-31,1,2,0,75.65203612757533
5,2022-11-30,1,3,0,61.50850381319134
5,2022-12-31,4,1,0,83.49921254253078
5,2023-01-31,5,3,1,66.30555267064167
5,2023-02-28,1,1,0,89.71233543166255
5,2023-03-31,1,1,0,65.81802767180805
5,2023-04-30,2,4,0,89.02848025498311
5,2023-05-31,3,4,1,73.82686682498786
5,2023-06-30,2,4,0,73.85221878811508
5,2023-07-31,0,2,1,68.48237932978668
5,2023-08-31,0,4,0,63.78542551006748
5,2023-09-30,3,1,0,82.23631713479124
5,2023-10-31,1,2,0,87.71619633285053
5,2023-11-30,1,1,0,81.81828480859674
5,2023-12-31,2,3,1,73.5741994349883
6,2019-01-31,2,3,0,86.25536303010294
6,2019-02-28,3,3,0,61.39728863973129
6,2019-03-31,4,3,0,70.15154098622953
6,2019-04-30,6,3,1,80.14828385490969
6,2019-05-31,3,3,0,65.42001509275875
6,2019-06-30,4,2,1,90.98336075476479
6,2019-07-31,2,1,0,81.96137645681254
6,2019-08-31,1,1,0,90.43367851352428
6,2019-09-30,0,1,0,72.92739455313013
6,2019-10-31,0,2,0,72.88875375882967
6,2019-11-30,3,1,1,74.94004150782814
6,2019-12-31,1,4,0,76.50692278183416
6,2020-01-31,2,4,0,93.64950891482736
6,2020-02-29,4,3,1,91.28767287344967
6,2020-03-31,1,4,0,80.5669445315288
6,2020-04-30,6,2,0,84.25181188586687
6,2020-05-31,2,2,0,63.16958136603222
6,2020-06-30,1,4,0,77.88828375153393
6,2020-07-31,0,2,0,80.34254171212842
6,2020-08-31,0,1,0,61.725307246754575
6,2020-09-30,3,3,1,73.33116269186318
6,2020-10-31,0,1,0,72.1737821601566
6,2020-11-30,4,4,0,72.55314770592607
6,2020-12-31,2,3,1,70.28708661767268
6,2021-01-31,2,1,0,85.27756345357761
6,2021-02-28,2,2,0,63.71748396559597
6,2021-03-31,0,2,0,90.31642981041603
6,2021-04-30,2,4,0,62.634755082808574
6,2021-05-31,0,1,1,90.03723768419604
6,2021-06-30,2,3,0,61.3981790650133
6,2021-07-31,1,2,1,94.3365701789063
6,2021-08-31,6,2,1,90.69921636818009
6,2021-09-30,2,2,0,85.46083369501422
6,2021-10-31,3,4,0,85.9589445147138
6,2021-11-30,0,3,0,71.28136885642988
6,2021-12-31,2,4,0,77.30297838660154
6,2022-01-31,3,3,1,65.78970532449432
6,2022-02-28,1,1,1,83.68870152705165
6,2022-03-31,1,1,0,63.03740339227467
6,2022-04-30,0,2,1,94.49602568834801
6,2022-05-31,4,1,0,81.8439697015979
6,2022-06-30,4,2,0,91.83475495831054
6,2022-07-31,1,1,0,85.70225123673535
6,2022-08-31,0,2,0,61.98189450821453
6,2022-09-30,1,2,0,70.49559939554227
6,2022-10-31,1,3,0,71.20056395805871
6,2022-11-30,3,3,0,65.09310551355988
6,2022-12-31,1,2,0,81.93809205226954
6,2023-01-31,1,3,0,68.7619093583485
6,2023-02-28,0,4,0,92.43048841264334
6,2023-03-31,1,3,0,76.78687838605603
6,2023-04-30,1,3,0,60.687801896139675
6,2023-05-31,1,3,0,91.46583939273194
6,2023-06-30,2,3,1,70.12026170589529
6,2023-07-31,0,1,0,61.73294203958027
6,2023-08-31,2,4,0,93.68183201184223
6,2023-09-30,0,2,0,88.52553608366519
6,2023-10-31,2,1,0,84.97810990892538
6,2023-11-30,5,4,0,87.89015495966669
6,2023-12-31,3,4,0,76.12354770792476
7,2019-01-31,1,1,0,74.66265422943812
7,2019-02-28,1,4,0,64.32917977148162
7,2019-03-31,1,4,0,94.98112383708856
7,2019-04-30,4,4,1,85.91324039293569
7,2019-05-31,2,2,0,64.76196820510751
7,2019-06-30,1,3,0,90.9945805254971
7,2019-07-31,0,2,0,64.74693156025597
7,2019-08-31,3,1,1,76.92917881013778
7,2019-09-30,1,1,0,84.7529914917398
7,2019-10-31,5,2,0,77.51016815373629
7,2019-11-30,1,4,0,89.2701959585861
7,2019-12-31,1,1,1,93.65644654516491
7,2020-01-31,1,4,1,75.82752850356013
7,2020-02-29,3,3,0,72.70030359482863
7,2020-03-31,0,2,0,77.83281056284707
7,2020-04-30,2,4,0,91.51092838510718
7,2020-05-31,2,3,0,92.22697973726264
7,2020-06-30,1,4,1,81.54079971345422
7,2020-07-31,6,3,0,63.08497851867772
7,2020-08-31,1,3,0,60.825718872327855
7,2020-09-30,4,2,0,75.26246680767593
7,2020-10-31,0,3,1,84.7779320508998
7,2020-11-30,0,2,0,71.21045598738598
7,2020-12-31,1,3,1,85.42062251290864
7,2021-01-31,2,3,0,77.19656511692457
7,2021-02-28,2,1,1,89.43875581286045
7,2021-03-31,0,1,0,89.58654914910544
7,2021-04-30,4,3,1,90.37883247007458
7,2021-05-31,2,3,0,78.26408063568162
7,2021-06-30,2,4,0,65.92978407326365
7,2021-07-31,2,1,0,66.68717487712253
7,2021-08-31,3,2,0,88.65076306305878
7,2021-09-30,1,4,0,74.22282418471116
7,2021-10-31,3,1,0,83.71885393911944
7,2021-11-30,1,1,0,68.37794427197161
7,2021-12-31,1,2,0,82.62277892432796
7,2022-01-31,1,1,0,60.56436262302752
7,2022-02-28,3,4,0,74.22422003803484
7,2022-03-31,0,2,0,75.3223517054867
7,2022-04-30,1,1,0,65.42530335958641
7,2022-05-31,6,4,0,63.02601274920533
7,2022-06-30,3,4,0,88.23400491672528
7,2022-07-31,2,3,1,88.17826818798342
7,2022-08-31,0,3,0,72.78297741899087
7,2022-09-30,2,4,1,90.08260414687143
7,2022-10-31,0,1,0,92.73055003318174
7,2022-11-30,2,1,0,62.51073703115988
7,2022-12-31,1,1,0,85.02978718839114
7,2023-01-31,1,2,0,86.8531687955728
7,2023-02-28,4,4,0,76.85561990767769
7,2023-03-31,0,4,0,67.53757489991129
7,2023-04-30,3,2,0,77.90567137262923
7,2023-05-31,0,3,0,86.71532191990485
7,2023-06-30,5,3,0,84.195561926733
7,2023-07-31,1,4,0,66.79450696560903
7,2023-08-31,0,2,1,74.15718725581684
7,2023-09-30,1,2,0,68.76690313624172
7,2023-10-31,3,2,0,60.10191012418261
7,2023-11-30,2,1,0,92.64268351898676
7,2023-12-31,4,4,0,82.18289415974552
8,2019-01-31,1,4,0,75.14684785978677
8,2019-02-28,2,2,0,93.870898413068
8,2019-03-31,1,3,0,78.09912757999219
8,2019-04-30,2,2,0,86.73871187139663
8,2019-05-31,4,4,0,63.63857815693363
8,2019-06-30,1,4,0,86.46817564356746
8,2019-07-31,1,4,0,87.30294083072377
8,2019-08-31,1,3,0,69.27812090632126
8,2019-09-30,3,2,0,81.4079486476105
8,2019-10-31,2,1,0,69.9640716540495
8,2019-11-30,2,3,1,65.7015929067088
8,2019-12-31,1,1,0,86.07028754631978
8,2020-01-31,5,1,0,81.78922886745897
8,2020-02-29,1,1,1,88.05668200937117
8,2020-03-31,2,4,0,94.62723299147137
8,2020-04-30,1,4,0,66.59347532672055
8,2020-05-31,2,3,0,76.47747489544476
8,2020-06-30,4,2,0,89.94752824507313
8,2020-07-31,2,2,0,94.54850300734408
8,2020-08-31,0,3,0,60.643334642133475
8,2020-09-30,0,3,0,75.63410526106327
8,2020-10-31,0,3,0,91.07555261479656
8,2020-11-30,7,4,0,64.06957881025082
8,2020-12-31,2,3,1,84.43608512502168
8,2021-01-31,0,4,0,75.38128810254547
8,2021-02-28,0,3,0,90.34779990054483
8,2021-03-31,1,4,1,60.7899004120832
8,2021-04-30,2,3,0,89.25774215057777
8,2021-05-31,4,4,1,84.63778334620804
8,2021-06-30,0,1,0,73.7405712626389
8,2021-07-31,2,3,0,83.5122744589203
8,2021-08-31,1,3,1,73.10070976922137
8,2021-09-30,3,4,1,73.9015410210995
8,2021-10-31,4,1,0,91.02290264834393
8,2021-11-30,2,2,0,71.18562991909994
8,2021-12-31,3,1,0,85.42738612180979
8,2022-01-31,1,4,1,78.54564689313722
8,2022-02-28,4,4,0,63.49948366193218
8,2022-03-31,1,2,0,93.39460745498754
8,2022-04-30,1,4,0,71.95493715304963
8,2022-05-31,2,1,0,83.18301509694638
8,2022-06-30,3,4,0,89.41401160212692
8,2022-07-31,3,4,0,93.06625280735742
8,2022-08-31,1,2,0,88.02323795338589
8,2022-09-30,3,3,0,92.91880553860317
8,2022-10-31,1,4,0,78.48793127045049
8,2022-11-30,3,1,0,70.61268413515069
8,2022-12-31,3,2,1,70.42139537852856
8,2023-01-31,2,4,1,63.66312218677637
8,2023-02-28,1,4,0,71.35939384058241
8,2023-03-31,3,1,0,64.24427126756979
8,2023-04-30,2,3,0,72.2982638365338
8,2023-05-31,3,2,0,61.999645177016546
8,2023-06-30,4,3,0,92.02002320722659
8,2023-07-31,2,4,1,82.91715129494911
8,2023-08-31,4,4,0,61.97691984012187
8,2023-09-30,1,2,0,68.05295721501163
8,2023-10-31,4,2,1,63.57924983489906
8,2023-11-30,2,1,0,79.3140056736959
8,2023-12-31,3,2,0,78.65067521438615
9,2019-01-31,1,4,1,62.90635652335653
9,2019-02-28,2,3,0,76.89549356168742
9,2019-03-31,1,3,1,90.35741236903752
9,2019-04-30,4,3,0,87.34399338239983
9,2019-05-31,3,1,0,73.17091359342491
9,2019-06-30,1,1,1,70.31501963997641
9,2019-07-31,1,2,0,71.08395246059241
9,2019-08-31,1,4,1,92.42917232628415
9,2019-09-30,1,2,0,72.58401005820012
9,2019-10-31,1,2,0,85.56448135086274
9,2019-11-30,2,1,1,81.47977893403116
9,2019-12-31,3,3,0,81.30792860631377
9,2020-01-31,3,1,0,89.45039159846857
9,2020-02-29,2,2,0,90.10886502398965
9,2020-03-31,2,4,1,90.2480710791545
9,2020-04-30,1,3,0,90.79336525018898
9,2020-05-31,3,1,1,64.64113967613838
9,2020-06-30,2,3,0,65.62111012503772
9,2020-07-31,4,4,0,80.6405162626763
9,2020-08-31,3,3,0,93.43349689005703
9,2020-09-30,2,4,0,66.96788094897852
9,2020-10-31,1,2,0,94.47352893690409
9,2020-11-30,2,1,1,69.46341323587298
9,2020-12-31,3,1,0,74.6829798268131
9,2021-01-31,2,4,0,65.95499590620052
9,2021-02-28,3,4,0,76.91872233387443
9,2021-03-31,3,3,0,87.55720969433975
9,2021-04-30,2,4,1,93.5869153826406
9,2021-05-31,4,4,1,75.68563056791507
9,2021-06-30,1,3,0,87.15918974353349
9,2021-07-31,2,1,0,90.14312795411351
9,2021-08-31,2,3,0,63.577845989618055
9,2021-09-30,2,1,0,88.3142212364798
9,2021-10-31,2,3,1,77.4842206793654
9,2021-11-30,2,1,0,68.82780969807166
9,2021-12-31,2,2,0,74.58072797244695
9,2022-01-31,0,4,0,80.06905690641963
9,2022-02-28,4,1,0,91.523312943802
9,2022-03-31,1,2,0,75.89586145587174
9,2022-04-30,1,3,1,84.77582433327873
9,2022-05-31,0,2,0,91.45236249053862
9,2022-06-30,3,2,1,71.18325081326165
9,2022-07-31,2,4,0,77.73695142512258
9,2022-08-31,4,4,0,76.08598423733783
9,2022-09-30,1,4,0,77.90376679821772
9,2022-10-31,3,1,0,77.38258243363265
9,2022-11-30,4,4,0,72.25828150144768
9,2022-12-31,4,4,0,73.841800981108
9,2023-01-31,1,2,0,81.93743359681456
9,2023-02-28,2,3,1,82.85474560396011
9,2023-03-31,1,4,0,91.27371042244529
9,2023-04-30,2,3,0,90.6292347333873
9,2023-05-31,2,2,0,64.0755933429649
9,2023-06-30,1,4,0,89.25025588267549
9,2023-07-31,2,2,0,85.37185951426295
9,2023-08-31,0,3,0,80.95230125904514
9,2023-09-30,0,3,0,84.85734469106927
9,2023-10-31,1,2,0,75.13245972513677
9,2023-11-30,3,3,0,77.65332465045684
9,2023-12-31,2,3,0,87.81382014287826
10,2019-01-31,4,3,0,64.73965974362397
10,2019-02-28,7,1,0,80.47474567620377
10,2019-03-31,4,2,0,85.68721296006952
10,2019-04-30,4,3,0,67.66395444870305
10,2019-05-31,4,3,0,74.27597243976257
10,2019-06-30,3,3,0,65.6688514541029
10,2019-07-31,1,2,0,63.25606311593135
10,2019-08-31,2,2,0,71.85251450067521
10,2019-09-30,3,3,0,86.97850825825124
10,2019-10-31,1,2,0,83.71133691270617
10,2019-11-30,6,3,0,77.92081861880658
10,2019-12-31,2,2,0,90.82339618925519
10,2020-01-31,1,3,1,81.56784880624335
10,2020-02-29,1,1,0,84.3345946530546
10,2020-03-31,2,3,0,62.738473450300795
10,2020-04-30,4,3,0,87.2294549095959
10,2020-05-31,0,3,1,69.30909226289393
10,2020-06-30,2,1,0,60.440826335929934
10,2020-07-31,2,2,0,92.35240211678301
10,2020-08-31,1,1,0,84.37532274457746
10,2020-09-30,0,2,0,75.69898922789608
10,2020-10-31,6,2,0,64.23499186292233
10,2020-11-30,0,4,1,81.83136845292314
10,2020-12-31,2,2,1,94.31450260814825
10,2021-01-31,2,1,0,78.53025091894467
10,2021-02-28,3,3,0,83.47460759510628
10,2021-03-31,2,1,1,85.66765301562327
10,2021-04-30,3,3,0,90.51292198586319
10,2021-05-31,1,1,1,88.14710175542234
10,2021-06-30,1,1,0,87.5779322235515
10,2021-07-31,4,2,0,66.66599489605161
10,2021-08-31,0,3,1,69.644483454243
10,2021-09-30,3,1,0,65.66634635183254
10,2021-10-31,2,3,0,73.74446896756295
10,2021-11-30,2,2,1,79.38796068491231
10,2021-12-31,4,4,0,91.90663719261998
10,2022-01-31,1,3,0,65.93968337043357
10,2022-02-28,4,3,0,86.88723687326217
10,2022-03-31,3,2,0,68.49502453795041
10,2022-04-30,1,3,0,78.66882120273816
10,2022-05-31,2,1,0,68.84992425668956
10,2022-06-30,6,4,0,61.12219437073818
10,2022-07-31,5,1,0,74.32707223088374
10,2022-08-31,1,1,1,62.96550391516113
10,2022-09-30,1,1,1,78.25598295468926
10,2022-10-31,0,2,0,85.70416248901364
10,2022-11-30,1,4,1,85.16174306116767
10,2022-12-31,1,4,0,64.46681151832136
10,2023-01-31,2,4,0,94.98268163979807
10,2023-02-28,0,4,0,63.197385287825284
10,2023-03-31,5,3,0,79.24926452343524
10,2023-04-30,2,3,1,81.28746453328513
10,2023-05-31,1,1,0,67.59991414131852
10,2023-06-30,1,2,0,75.02624696886727
10,2023-07-31,1,1,1,90.72414112515351
10,2023-08-31,2,4,0,91.24598900487243
10,2023-09-30,1,2,0,65.1846872705734
10,2023-10-31,4,2,0,60.59184346397285
10,2023-11-30,1,4,0,94.02335976243089
10,2023-12-31,1,3,0,86.14529748589358
11,2019-01-31,2,4,0,81.88259705284983
11,2019-02-28,1,4,0,87.8453642789799
11,2019-03-31,0,4,0,75.5917189079171
11,2019-04-30,2,2,0,77.31780242296557
