Industry_ID,Date,Industry_Type,Production_Volume,Capacity_Utilization,Fuel_Type,Fuel_Consumption,Operating_Hours,Equipment_Age,Scrubber_Installed
2,31-10-2020,Cement,16894.34142,86.20037355,Coal,2520.860969,490.8334492,17,0
2,30-11-2020,Cement,12384.16785,69.88924298,Coal,1697.559685,542.4976816,17,0
2,31-12-2020,Cement,18255.64504,77.68097495,Coal,1516.842128,543.6088236,17,0
2,31-01-2021,Cement,12119.46314,93.76681796,Coal,1582.402129,587.3133966,17,0
2,28-02-2021,Cement,10960.68483,79.19588326,Coal,1299.901857,405.5615329,17,0
2,31-03-2021,Cement,19548.68069,63.75602863,Coal,2292.282439,542.0000702,17,0
2,30-04-2021,Cement,18780.16695,84.0243817,Coal,2705.987975,664.5884428,17,0
2,31-05-2021,Cement,18177.73342,76.16561287,Coal,1503.358834,613.6298834,17,0
2,30-06-2021,Cement,11666.29179,60.58668228,Coal,1268.197908,453.9022032,17,0
2,31-07-2021,Cement,15771.84614,98.22094784,Coal,817.348456,462.6489554,17,0
2,31-08-2021,Cement,13713.9808,63.58505357,Coal,1669.863379,527.9696662,17,0
2,30-09-2021,Cement,12253.1847,92.23970199,Coal,1286.86198,413.8920105,17,0
2,31-10-2021,Cement,17767.61391,86.85698678,Coal,2326.722302,645.3299633,17,0
2,30-11-2021,Cement,13200.46119,69.27788384,Coal,1176.037002,590.2324273,17,0
2,31-12-2021,Cement,18582.87188,90.9049091,Coal,1421.39541,606.492748,17,0
2,31-01-2022,Cement,14763.16054,81.31831146,Coal,1216.977153,506.5606122,17,0
2,28-02-2022,Cement,5018.550196,72.03412433,Coal,743.3659097,551.9636939,17,0
2,31-03-2022,Cement,6336.866482,90.21081682,Coal,397.7736535,664.3416417,17,0
2,30-04-2022,Cement,18100.04993,66.47056845,Coal,2328.165904,583.8679623,17,0
2,31-05-2022,Cement,6213.789246,76.11920715,Coal,418.5139388,622.3843484,17,0
2,30-06-2022,Cement,6826.428667,79.12936092,Coal,686.8121454,474.4164347,17,0
2,31-07-2022,Cement,14753.01639,66.08099413,Coal,828.1600247,649.8437075,17,0
2,31-08-2022,Cement,15374.27083,84.72206697,Coal,1742.196422,473.2462736,17,0
2,30-09-2022,Cement,11211.94629,93.10151582,Coal,1383.121817,646.177566,17,0
2,31-10-2022,Cement,8987.76705,85.84360494,Coal,898.1779714,485.126169,17,0
2,30-11-2022,Cement,18381.27033,98.21338746,Coal,2365.491904,500.9302066,17,0
2,31-12-2022,Cement,11759.29485,95.29837762,Coal,712.252822,716.2480867,17,0
2,31-01-2023,Cement,10298.77113,71.86142325,Coal,875.0899089,647.88913,17,0
2,28-02-2023,Cement,19639.86274,86.69401592,Coal,1002.472996,481.7323151,17,0
2,31-03-2023,Cement,13736.33987,89.92292718,Coal,1801.891564,610.0731543,17,0
2,30-04-2023,Cement,19886.23101,86.8581974,Coal,1624.55091,681.3659712,17,0
2,31-05-2023,Cement,19060.821,61.72694943,Coal,1267.19162,442.1532075,17,0
2,30-06-2023,Cement,18157.07662,77.35202049,Coal,1199.907093,578.573544,17,0
2,31-07-2023,Cement,16756.87677,82.16906057,Coal,846.6070373,643.5170432,17,0
2,31-08-2023,Cement,7067.343487,86.52168018,Coal,354.6957526,457.079227,17,0
2,30-09-2023,Cement,13409.90142,84.13950666,Coal,1577.631906,657.5964799,17,0
2,31-10-2023,Cement,8537.863987,74.85688007,Coal,480.290902,656.4374131,17,0
2,30-11-2023,Cement,13816.54041,67.37905013,Coal,1191.311083,507.0436124,17,0
2,31-12-2023,Cement,12213.59001,77.40721597,Coal,1755.524384,625.9260825,17,0
3,31-01-2019,Chemical,9241.185344,61.78379633,Coal,495.5933318,488.230353,4,0
3,28-02-2019,Chemical,10210.14989,95.99333383,Coal,532.7895099,612.4126996,4,0
3,31-03-2019,Chemical,10073.94658,72.34794973,Coal,1457.736324,709.5539769,4,0
3,30-04-2019,Chemical,15617.52646,81.74152869,Coal,908.5110979,546.6562053,4,0
3,31-05-2019,Chemical,10339.60061,99.12247272,Coal,1337.933686,559.1218977,4,0
3,30-06-2019,Chemical,13080.52697,79.91250032,Coal,791.9915061,610.1696335,4,0
3,31-07-2019,Chemical,18454.36896,80.80762093,Coal,1748.741428,578.5024614,4,0
3,31-08-2019,Chemical,18236.24553,92.14414142,Coal,1833.119753,709.4805169,4,0
3,30-09-2019,Chemical,8146.294215,75.16108505,Coal,1200.321741,507.7889606,4,0
3,31-10-2019,Chemical,15680.2103,93.03912851,Coal,941.812198,476.7597161,4,0
3,30-11-2019,Chemical,16089.42103,64.25374905,Coal,1311.158436,401.2214829,4,0
3,31-12-2019,Chemical,18068.06723,90.64259106,Coal,2327.975323,612.7951691,4,0
3,31-01-2020,Chemical,5270.001334,76.85776166,Coal,277.8213038,709.1978914,4,0
3,29-02-2020,Chemical,13975.36226,71.88951231,Coal,1117.915937,637.8218236,4,0
3,31-03-2020,Chemical,14882.37605,70.09228999,Coal,1071.866378,556.2798813,4,0
3,30-04-2020,Chemical,18387.84935,77.73520058,Coal,2035.699639,602.018417,4,0
3,31-05-2020,Chemical,9034.384187,76.27887639,Coal,1257.116505,400.9347304,4,0
3,30-06-2020,Chemical,5114.96049,68.76275236,Coal,274.5308563,434.5682413,4,0
3,31-07-2020,Chemical,5445.023346,87.0168083,Coal,296.6740398,544.1910461,4,0
3,31-08-2020,Chemical,8864.108305,62.38098801,Coal,978.4162442,619.7087723,4,0
3,30-09-2020,Chemical,14691.44263,85.8580036,Coal,2039.229628,591.5815687,4,0
3,31-10-2020,Chemical,9425.610615,79.44001975,Coal,1015.326669,413.9965031,4,0
3,30-11-2020,Chemical,8394.186623,75.36958481,Coal,797.5512809,585.3652332,4,0
3,31-12-2020,Chemical,18351.45553,73.83509843,Coal,1201.028895,408.1432832,4,0
3,31-01-2021,Chemical,6578.887778,66.69438933,Coal,968.4288969,473.115759,4,0
3,28-02-2021,Chemical,6742.084403,98.23675316,Coal,548.783231,684.2891751,4,0
3,31-03-2021,Chemical,17578.23822,74.24742588,Coal,2332.306969,626.8843918,4,0
3,30-04-2021,Chemical,13540.66042,84.82641919,Coal,949.6229099,526.4440778,4,0
3,31-05-2021,Chemical,5866.115778,87.23023572,Coal,567.1255597,411.027603,4,0
3,30-06-2021,Chemical,13659.18544,94.62308582,Coal,2022.569328,530.4269467,4,0
3,31-07-2021,Chemical,5461.850745,98.8613217,Coal,393.6604283,634.889524,4,0
3,31-08-2021,Chemical,5214.729165,89.51478074,Coal,695.720274,636.9523622,4,0
3,30-09-2021,Chemical,13655.60997,87.91025104,Coal,691.0950555,432.301184,4,0
3,31-10-2021,Chemical,18938.4208,76.20410778,Coal,2662.952186,502.8786244,4,0
3,30-11-2021,Chemical,13319.86022,85.48363348,Coal,1366.988564,548.2152694,4,0
3,31-12-2021,Chemical,16229.67851,72.70347181,Coal,811.702528,563.5613246,4,0
3,31-01-2022,Chemical,13474.76537,94.66191927,Coal,1444.2377,690.3039429,4,0
3,28-02-2022,Chemical,19490.71258,90.44151161,Coal,2827.659386,624.8129605,4,0
3,31-03-2022,Chemical,6664.662869,85.37696581,Coal,846.9324401,400.9220005,4,0
3,30-04-2022,Chemical,7049.013555,86.06559042,Coal,873.0890271,501.00075,4,0
3,31-05-2022,Chemical,15320.66666,69.67555534,Coal,2161.851323,668.2449151,4,0
3,30-06-2022,Chemical,16609.87067,90.91685928,Coal,1696.359527,712.3244234,4,0
3,31-07-2022,Chemical,8348.950783,85.67439835,Coal,893.8801015,581.7896039,4,0
3,31-08-2022,Chemical,5867.666742,98.31159204,Coal,846.5425505,651.2606538,4,0
3,30-09-2022,Chemical,19724.79986,81.09060724,Coal,2774.137203,452.4419276,4,0
3,31-10-2022,Chemical,8628.399412,80.02414285,Coal,1017.823538,424.3965498,4,0
3,30-11-2022,Chemical,12908.48991,75.67433186,Coal,1496.240833,434.8458605,4,0
3,31-12-2022,Chemical,16359.65311,66.46685745,Coal,1598.174686,629.8659761,4,0
3,31-01-2023,Chemical,17071.29683,61.84226937,Coal,2233.060971,456.9241997,4,0
3,28-02-2023,Chemical,16313.9746,96.73705729,Coal,2367.041224,584.6792275,4,0
3,31-03-2023,Chemical,16276.5826,69.14777638,Coal,2370.391429,447.416937,4,0
3,30-04-2023,Chemical,12145.036,79.90159409,Coal,855.8365293,589.161697,4,0
3,31-05-2023,Chemical,15901.23836,90.95624887,Coal,1355.743727,663.932114,4,0
3,30-06-2023,Chemical,9559.137684,69.21666648,Coal,479.365731,633.3903341,4,0
3,31-07-2023,Chemical,10054.47089,99.98175675,Coal,910.6848755,470.5562991,4,0
3,31-08-2023,Chemical,15716.36246,90.3602113,Coal,946.935928,564.4334285,4,0
3,30-09-2023,Chemical,8200.90022,86.60584777,Coal,539.0667234,438.0398052,4,0
3,31-10-2023,Chemical,15573.06515,92.68512568,Coal,1629.612749,709.4512881,4,0
3,30-11-2023,Chemical,9748.244979,92.6564314,Coal,976.3018069,422.6853043,4,0
3,31-12-2023,Chemical,6025.298005,91.3503937,Coal,473.4428065,538.4854015,4,0
4,31-01-2019,Pharma,18720.96672,60.45922639,Coal,1778.709988,712.6733546,18,0
4,28-02-2019,Pharma,19528.05998,84.14548802,Coal,1126.728964,424.1867564,18,0
4,31-03-2019,Pharma,11760.29712,86.88224155,Coal,1274.295189,568.2419903,18,0
4,30-04-2019,Pharma,15201.67828,76.32606763,Coal,783.4867332,586.5363382,18,0
4,31-05-2019,Pharma,17107.83978,94.45278503,Coal,2253.53415,564.0724462,18,0
4,30-06-2019,Pharma,9062.094921,69.90239081,Coal,509.7666687,546.8609653,18,0
4,31-07-2019,Pharma,12704.1657,70.1342868,Coal,1889.947396,493.2786371,18,0
4,31-08-2019,Pharma,15581.91245,77.10405335,Coal,1468.66617,607.7831439,18,0
4,30-09-2019,Pharma,5424.669116,68.40117398,Coal,423.6873159,628.1472025,18,0
4,31-10-2019,Pharma,8749.354196,80.60022639,Coal,906.0427115,514.2035121,18,0
4,30-11-2019,Pharma,10233.35113,80.86397584,Coal,1324.692602,683.000495,18,0
4,31-12-2019,Pharma,7420.442016,63.3421735,Coal,385.2166394,453.0394166,18,0
4,31-01-2020,Pharma,10035.1075,89.97561811,Coal,1075.675419,715.598935,18,0
4,29-02-2020,Pharma,15381.10471,68.25008455,Coal,1371.77824,686.6159288,18,0
4,31-03-2020,Pharma,15969.7478,87.89101676,Coal,2000.431764,548.8176795,18,0
4,30-04-2020,Pharma,18526.61043,68.1389097,Coal,1050.409923,680.752145,18,0
4,31-05-2020,Pharma,11695.80335,62.80014049,Coal,1437.688783,594.6908595,18,0
4,30-06-2020,Pharma,5996.949887,90.66060198,Coal,649.8976077,650.2271927,18,0
4,31-07-2020,Pharma,8873.465295,84.2164703,Coal,828.0390483,647.7768585,18,0
4,31-08-2020,Pharma,7818.805712,63.07886678,Coal,935.25125,522.4956046,18,0
4,30-09-2020,Pharma,14820.63613,92.95069583,Coal,834.6097372,648.5729547,18,0
4,31-10-2020,Pharma,18468.7878,95.52472756,Coal,1524.211731,688.3074866,18,0
4,30-11-2020,Pharma,11987.3863,82.84649194,Coal,963.8221471,501.793423,18,0
4,31-12-2020,Pharma,13450.93026,84.98456192,Coal,1835.289645,587.8196821,18,0
4,31-01-2021,Pharma,11645.89043,79.76590683,Coal,1585.058444,547.5734084,18,0
4,28-02-2021,Pharma,13989.53174,67.17424041,Coal,1685.933233,545.6550374,18,0
4,31-03-2021,Pharma,19303.02647,95.2646256,Coal,2093.412826,666.8134243,18,0
4,30-04-2021,Pharma,17944.95247,95.44373741,Coal,1250.141547,635.9763474,18,0
4,31-05-2021,Pharma,11530.90469,75.83846355,Coal,1348.318613,685.405793,18,0
4,30-06-2021,Pharma,9175.527225,91.93172789,Coal,758.131532,495.8026796,18,0
4,31-07-2021,Pharma,6147.199332,99.46916406,Coal,474.1740336,431.5465366,18,0
4,31-08-2021,Pharma,17335.71817,62.27914908,Coal,1592.471682,546.6980557,18,0
4,30-09-2021,Pharma,14840.82533,82.38315418,Coal,1761.664069,610.5864271,18,0
4,31-10-2021,Pharma,14671.17873,69.19306903,Coal,1544.379627,519.0954417,18,0
4,30-11-2021,Pharma,13381.48917,74.84678064,Coal,1720.381927,480.8955021,18,0
4,31-12-2021,Pharma,16253.98646,66.0819427,Coal,1557.657873,512.390204,18,0
4,31-01-2022,Pharma,14228.8048,90.41697247,Coal,1441.267176,625.3066468,18,0
4,28-02-2022,Pharma,5523.67329,82.04639848,Coal,518.2192147,668.5377264,18,0
4,31-03-2022,Pharma,15434.36979,84.43082923,Coal,1080.160897,417.7680105,18,0
4,30-04-2022,Pharma,10176.25618,61.20415489,Coal,1487.25203,613.7177301,18,0
4,31-05-2022,Pharma,11834.28735,87.12455324,Coal,1234.341532,511.0035124,18,0
4,30-06-2022,Pharma,19521.14572,77.86858109,Coal,1955.077805,478.9307571,18,0
4,31-07-2022,Pharma,16361.96668,71.80289397,Coal,1307.087383,434.2582971,18,0
4,31-08-2022,Pharma,18536.1955,73.75830746,Coal,2285.513104,610.7716336,18,0
4,30-09-2022,Pharma,6382.519377,83.40313769,Coal,463.5465861,686.6233482,18,0
4,31-10-2022,Pharma,10212.78193,62.01398108,Coal,564.5271037,621.4436019,18,0
4,30-11-2022,Pharma,5776.788331,82.29242301,Coal,378.978002,667.0691048,18,0
4,31-12-2022,Pharma,12973.58229,61.30636243,Coal,1265.697748,530.4793936,18,0
4,31-01-2023,Pharma,15220.2952,97.60732765,Coal,832.2241971,502.2886577,18,0
4,28-02-2023,Pharma,12536.40931,89.25945439,Coal,1827.956418,470.5427214,18,0
4,31-03-2023,Pharma,19147.62234,69.48577864,Coal,1163.436694,645.8010171,18,0
4,30-04-2023,Pharma,10187.09148,86.84372628,Coal,1329.853526,702.9619983,18,0
4,31-05-2023,Pharma,11297.73047,79.87582074,Coal,1600.822935,648.4129528,18,0
4,30-06-2023,Pharma,18026.14286,97.05855192,Coal,1657.733458,416.1991911,18,0
4,31-07-2023,Pharma,5093.862065,62.47542807,Coal,527.4021479,581.1429269,18,0
4,31-08-2023,Pharma,10061.81418,94.82753822,Coal,587.1319264,467.5603016,18,0
4,30-09-2023,Pharma,9445.880103,96.43210684,Coal,989.3755,634.8497206,18,0
4,31-10-2023,Pharma,11169.55958,69.62126341,Coal,1309.501119,664.3406991,18,0
4,30-11-2023,Pharma,6759.202217,66.76247114,Coal,575.7522288,643.7362804,18,0
4,31-12-2023,Pharma,5243.00596,92.73521699,Coal,283.1951257,684.7722804,18,0
5,31-01-2019,Textile,19158.92425,90.63316157,Diesel,968.3014649,400.4308067,10,0
5,28-02-2019,Textile,5674.952319,89.36605036,Diesel,477.44432,553.1290784,10,0
5,31-03-2019,Textile,14501.1761,92.22103654,Diesel,1302.037655,657.9132483,10,0
5,30-04-2019,Textile,12882.05461,87.91331142,Diesel,1803.827875,653.5011823,10,0
5,31-05-2019,Textile,18540.58266,93.49052029,Diesel,1163.179558,440.4067639,10,0
5,30-06-2019,Textile,19364.47469,82.62979802,Diesel,1964.451071,427.2180434,10,0
5,31-07-2019,Textile,6314.747543,62.63247043,Diesel,878.5823225,548.4205599,10,0
5,31-08-2019,Textile,18092.89132,79.99835968,Diesel,2225.876489,598.1352753,10,0
5,30-09-2019,Textile,9233.937056,71.92302602,Diesel,718.2573277,646.8838598,10,0
5,31-10-2019,Textile,17148.8663,83.32520876,Diesel,2109.690776,516.7431905,10,0
5,30-11-2019,Textile,17498.06535,72.12070028,Diesel,2566.174428,600.99825,10,0
5,31-12-2019,Textile,14871.53327,99.90997556,Diesel,1415.382528,513.5131382,10,0
5,31-01-2020,Textile,11224.40654,89.2196991,Diesel,713.14877,463.2445506,10,0
5,29-02-2020,Textile,18078.69592,83.0792645,Diesel,1528.519126,656.9638021,10,0
5,31-03-2020,Textile,14216.00011,80.94653664,Diesel,1164.465962,550.3729191,10,0
5,30-04-2020,Textile,13709.67839,97.43748993,Diesel,1607.117991,554.0089444,10,0
5,31-05-2020,Textile,6746.883957,65.08384961,Diesel,465.0516773,546.9860611,10,0
5,30-06-2020,Textile,19369.1879,81.644553,Diesel,2140.468653,470.5560446,10,0
5,31-07-2020,Textile,5185.115691,65.7184351,Diesel,644.1435717,478.1317148,10,0
5,31-08-2020,Textile,5730.422726,63.92030739,Diesel,311.7727378,459.2885921,10,0
5,30-09-2020,Textile,15208.37243,66.64299409,Diesel,850.308955,621.0324208,10,0
5,31-10-2020,Textile,5360.075673,73.41486425,Diesel,362.9212126,431.4957405,10,0
5,30-11-2020,Textile,16724.48837,77.48206087,Diesel,1886.096508,607.186541,10,0
5,31-12-2020,Textile,17062.48347,94.65692734,Diesel,954.8461366,621.456177,10,0
5,31-01-2021,Textile,13576.83974,77.36208704,Diesel,852.0419685,530.9072476,10,0
5,28-02-2021,Textile,13458.39382,70.4464973,Diesel,1608.214967,581.5651021,10,0
5,31-03-2021,Textile,8638.673991,63.6523521,Diesel,707.2392589,433.4963106,10,0
5,30-04-2021,Textile,18359.87683,83.87780894,Diesel,2405.439624,537.4954763,10,0
5,31-05-2021,Textile,17473.1118,67.09306213,Diesel,2137.086743,647.2547162,10,0
5,30-06-2021,Textile,14945.40806,87.16266418,Diesel,2139.794456,719.0238136,10,0
5,31-07-2021,Textile,10348.56989,96.46903508,Diesel,559.1217915,563.9087065,10,0
5,31-08-2021,Textile,13625.9086,68.27271573,Diesel,1368.662486,499.9007157,10,0
5,30-09-2021,Textile,16477.90751,65.72645431,Diesel,1907.673959,605.3019413,10,0
5,31-10-2021,Textile,15238.10718,73.26467396,Diesel,1524.693488,606.6320139,10,0
5,30-11-2021,Textile,19153.61216,94.8500651,Diesel,1512.064473,650.6289455,10,0
5,31-12-2021,Textile,17546.63289,81.95638527,Diesel,1209.306556,630.5228795,10,0
5,31-01-2022,Textile,9594.514953,73.0443141,Diesel,547.766171,511.9347398,10,0
5,28-02-2022,Textile,10161.37427,80.82175349,Diesel,955.8447941,681.5726806,10,0
5,31-03-2022,Textile,17264.35067,95.80226416,Diesel,2336.285254,615.534905,10,0
5,30-04-2022,Textile,5003.405573,96.60006151,Diesel,672.3973736,637.5335141,10,0
5,31-05-2022,Textile,16160.42871,88.44003848,Diesel,1186.982644,639.8012854,10,0
5,30-06-2022,Textile,17921.68529,94.641427,Diesel,913.8459011,648.9748181,10,0
5,31-07-2022,Textile,19310.63398,64.87518007,Diesel,1000.822017,689.3233128,10,0
5,31-08-2022,Textile,9952.339255,64.27202816,Diesel,1446.475853,419.2726224,10,0
5,30-09-2022,Textile,5641.094091,94.58609418,Diesel,348.9922737,455.0004839,10,0
5,31-10-2022,Textile,9262.764436,71.558741,Diesel,812.394396,525.8626145,10,0
5,30-11-2022,Textile,11022.46416,91.72514152,Diesel,794.1782282,459.5076824,10,0
5,31-12-2022,Textile,10138.86624,85.10675509,Diesel,701.6258521,446.7267262,10,0
5,31-01-2023,Textile,8627.572931,77.03990078,Diesel,1266.305827,610.4849226,10,0
5,28-02-2023,Textile,5836.112804,84.39251046,Diesel,432.3414636,523.7783175,10,0
5,31-03-2023,Textile,13556.14237,83.26256818,Diesel,1646.658751,476.8702186,10,0
5,30-04-2023,Textile,5744.088625,70.28250769,Diesel,554.325423,472.6331326,10,0
5,31-05-2023,Textile,9682.878257,89.0044464,Diesel,1255.192151,666.5399655,10,0
5,30-06-2023,Textile,7796.297073,89.97477747,Diesel,815.2556421,465.3006043,10,0
5,31-07-2023,Textile,14274.36198,87.22689493,Diesel,1665.434819,563.5106378,10,0
5,31-08-2023,Textile,16546.19934,99.01641471,Diesel,1776.339204,509.3251561,10,0
5,30-09-2023,Textile,13758.78934,68.27974405,Diesel,1859.3707,426.9645972,10,0
5,31-10-2023,Textile,11530.94485,98.12480458,Diesel,1405.904917,697.6528649,10,0
5,30-11-2023,Textile,15676.66917,95.93421101,Diesel,1697.291254,439.7143577,10,0
5,31-12-2023,Textile,7786.65432,63.3986516,Diesel,729.0224166,610.6583806,10,0
6,31-01-2019,Cement,16109.95372,79.4007195,Diesel,943.0815721,711.1876448,6,0
6,28-02-2019,Cement,11993.79922,91.67742492,Diesel,1082.208949,535.9851261,6,0
6,31-03-2019,Cement,6599.354284,74.67193283,Diesel,395.6277711,645.3107023,6,0
